241,177,"['1216144', '1209578', '1209577', '1211471', '1211475', '1216229', '1216024', '1215841', '1216220', '1215877', '1215876', '1211539', '1211378', '1211379', '1211560', '1211562', '1211278', '1209568', '1211501', '1215987', '1215986', '1209567', '1211465', '1211509', '1216137', '1215869', '1216039', '1216230', '1215862', '1215863', '1216032', '1216033', '1211344', '1211298', '1211343', '1209644', '1209646', '1211574', '1211575', '1211266', '1211264', '1215855', '1211515', '1215856', '1216201', '1209622', '1209621', '1216202', '1216049', '1211522', '1211296', '1216040', '1216128', '1216129', '1211352', '1211353', '1215870', '1216152', '1209652', '1211218', '1211586', '1211585', '1209634', '1216210', '1216211', '1209594', '1209632', '1211528', '1215848', '1216219', '1216195', '1216194', '1216111', '1216059', '1216112', '1211285', '1211286', '1216119', '1216118', '1216058', '1209684', '1211455', '1211326', '1211325', '1211451', '1211204', '1211206', '1216067', '1211434', '1211433', '1215849', '1209606', '1211535', '1216068', '1211531', '1211510', '1216104', '1216105', '1211236', '1216145', '1211334', '1211335', '1209542', '1211444', '1211445', '1209548', '1211424', '1211425', '1216070', '1216077', '1209614', '1209615', '1216179', '1216178', '1215822', '1215823', '1216171', '1216170', '1211388', '1211221', '1211229', '1211387', '1216187', '1209531', '1216048', '1211309', '1209685', '1211634', '1216188', '1211410', '1209669', '1218990', '1211550', '1216086', '1209660', '1209598', '1216081', '1211396', '1216006', '1211395', '1216002', '1216001', '1216161', '1216162', '1211626', '1211627', '1211624', '1211625', '1211628', '1211629', '1211247', '1211318', '1211461', '1211317', '1215842', '1211310', '1209586', '1216153', '1216318', '1216094', '1216095', '1209674', '1216010', '1211490', '1216018', '1216019', '1209585', '1216136', '1209558', '1211499', '1211369', '1211368', '1211491', '1211276', '1211361', '1211360', '1211248']"
60,147,"['801337', '801343', '820152', '810921', '820088', '801379', '810926', '801338', '809912', '820701', '811072', '821547', '820092', '801340', '801341', '801346', '801347', '801344', '820156', '801349', '821610', '817553', '816011', '809968', '809960', '821533', '821532', '820712', '820713', '820000', '820001', '810316', '801350', '801353', '801352', '810829', '820770', '801356', '801359', '801358', '821495', '821496', '820783', '820782', '809977', '820787', '820786', '820785', '820703', '810936', '813804', '821546', '820706', '810931', '820720', '824069', '811057', '810819', '801368', '823191', '801364', '801365', '801367', '801361', '801362', '801402', '821572', '819973', '819975', '820719', '820177', '810946', '821559', '820114', '820110', '801373', '801371', '801370', '801377', '801376', '820118', '801374', '809952', '801355', '808945', '820771', '810951', '820161', '820160', '810957', '821560', '820105', '821520', '820101', '820749', '821611', '820747', '821507', '821586', '823190', '821585', '810941', '801387', '801383', '801380', '821573', '810965', '824056', '820130', '820738', '821519', '821600', '820148', '820736', '820735', '810984', '820097', '821599', '810988', '801394', '801397', '801391', '801390', '820632', '820853', '801398', '820851', '820850', '821506', '801410', '801411', '823978', '810971', '811067', '810835', '820127', '820126', '820122', '820727', '820726', '809986', '801400', '811061', '801404', '801407', '820634', '801408']"
SR-60,144,"['773294', '716237', '716235', '716238', '766788', '774181', '774180', '773460', '766806', '717285', '717328', '717281', '717282', '717322', '717320', '773293', '717288', '717324', '773305', '774125', '765461', '766843', '766642', '774927', '766644', '716241', '773492', '773490', '717339', '773257', '773258', '717330', '718123', '717332', '718125', '718124', '718127', '718126', '766569', '716254', '717306', '717300', '717301', '716253', '717303', '717308', '773329', '773407', '769732', '773246', '773245', '773409', '766661', '766571', '773522', '717312', '718453', '773330', '718455', '716265', '717315', '774947', '717318', '717334', '717337', '773437', '773232', '773233', '765456', '769454', '717316', '766587', '766585', '773535', '773537', '773317', '773342', '773343', '717361', '773221', '774491', '773222', '773422', '774926', '768444', '767635', '774165', '773316', '773520', '774475', '766600', '766602', '717274', '717277', '717270', '767737', '717273', '773424', '773505', '773507', '716206', '717327', '773458', '773304', '774946', '717269', '717268', '717263', '717262', '767723', '767335', '717266', '717265', '717264', '767722', '764418', '716213', '773274', '717340', '717342', '717343', '717346', '774164', '773439', '766908', '766909', '766622', '773281', '766620', '773474', '774958', '773473', '717296', '717294', '717292', '773273', '717290', '717358', '717357', '717355', '717350', '717352', '717298', '717279']"
SR-118,135,"['766010', '766012', '771691', '765958', '772092', '717528', '765960', '766153', '717525', '764169', '771690', '770953', '760774', '764165', '760782', '766112', '771721', '772132', '717539', '766167', '717533', '717532', '717530', '717537', '717536', '717535', '764072', '764076', '770941', '764173', '759165', '760706', '764177', '760828', '760900', '766096', '760794', '770947', '765920', '765943', '770979', '765941', '766170', '760718', '760738', '770881', '717549', '717546', '717547', '717544', '764064', '717543', '717541', '760911', '770995', '772133', '770916', '760971', '760726', '770959', '766060', '770965', '766062', '765976', '717558', '770895', '717554', '759142', '717553', '770866', '770854', '772125', '772126', '764081', '760941', '764161', '764085', '772118', '772119', '766110', '765922', '717568', '770910', '717560', '717562', '770862', '717565', '717566', '771706', '766027', '766184', '766185', '766124', '766138', '760892', '760959', '760951', '770989', '766046', '766044', '770983', '760746', '770904', '760869', '772107', '770877', '772108', '717557', '760921', '760693', '764189', '764181', '764185', '770848', '760756', '770935', '770843', '765995', '760814', '760812', '765993', '764197', '772487', '764193', '760932', '760686', '772488', '766029', '770887', '765978', '760765', '770926', '764068', '770922', '760801']"
405,129,"['1209070', '1201589', '1209076', '1201839', '1213963', '1209274', '1209276', '1209178', '1217312', '1209176', '1216948', '1201469', '1201941', '1209189', '1201671', '1201923', '1209241', '1209243', '1209161', '1209162', '1218071', '1201283', '1201787', '1201125', '1209374', '1214209', '1216934', '1209372', '1201911', '1201767', '1201481', '1216995', '1209319', '1201853', '1209091', '1209092', '1201365', '1201211', '1201217', '1217330', '1201292', '1201118', '1201298', '1201112', '1201406', '1214212', '1209407', '1201197', '1211066', '1216927', '1209306', '1216923', '1209144', '1201497', '1209304', '1201653', '1201719', '1213650', '1201399', '1201419', '1201315', '1219581', '1201410', '1201558', '1201185', '1201705', '1201977', '1209334', '1209336', '1213968', '1201171', '1219516', '1201541', '1201382', '1201620', '1201987', '1201985', '1213654', '1201270', '1201867', '1213652', '1214238', '1214239', '1214081', '1214080', '1209204', '1201805', '1201735', '1201430', '1209424', '1201637', '1201333', '1201240', '1201087', '1209438', '1209217', '1201969', '1209454', '1209259', '1209452', '1209059', '1201254', '1201159', '1214461', '1201606', '1209493', '1201687', '1201525', '1201100', '1209289', '1216809', '1209321', '1201883', '1216801', '1201823', '1217669', '1201222', '1201510', '1209261', '1201751', '1201145', '1216792', '1201453', '1201350', '1209353', '1201899', '1209355', '1209291', '1201959']"
I-605,112,"['717951', '773784', '773785', '717954', '717957', '717956', '717958', '716760', '773773', '717893', '717894', '716841', '717896', '717897', '717898', '766851', '773774', '773795', '773796', '773798', '767678', '717888', '717887', '717885', '717884', '717881', '769513', '773712', '717872', '717871', '717877', '717875', '717879', '773807', '737504', '766937', '717143', '773711', '765501', '716829', '717863', '717862', '717865', '717864', '717867', '717909', '717906', '717907', '717903', '716834', '716810', '773724', '717858', '717859', '717854', '737152', '717857', '717850', '717851', '717853', '717915', '717914', '717912', '773737', '773736', '764001', '718466', '716800', '717848', '717843', '717842', '717847', '717846', '717844', '717929', '717922', '717924', '717925', '717926', '773743', '773749', '763683', '716819', '716797', '763689', '717934', '717933', '717930', '764021', '717838', '717839', '717836', '717832', '717833', '717831', '767233', '763616', '716788', '716784', '717942', '717943', '717940', '761675', '717947', '717945', '761844', '716776', '716775', '716778', '773723', '773760', '773761']"
210,108,"['809211', '819613', '809350', '819454', '819599', '819515', '813980', '810210', '814480', '809188', '809022', '814552', '809100', '819368', '819684', '819685', '819363', '821659', '821652', '821653', '809202', '810280', '809117', '819695', '813973', '814566', '819696', '809294', '809172', '814506', '818929', '821645', '821646', '808969', '822175', '809287', '819341', '819349', '819504', '819723', '809301', '814514', '819728', '809308', '819514', '814211', '814216', '819129', '809070', '819538', '809126', '819532', '819710', '819716', '819717', '810259', '819654', '814526', '823328', '819526', '819520', '819484', '809273', '809322', '810245', '819709', '819703', '819702', '814027', '816211', '819552', '819498', '819491', '821660', '821667', '821666', '809252', '819142', '809259', '816218', '816219', '819472', '809336', '823327', '819478', '809238', '810273', '810230', '822176', '819545', '819460', '816194', '814533', '819605', '819448', '809343', '810266', '814499', '818723', '818721', '819575', '813993', '813995', '808993', '814010', '808998', '814548', '809036']"
73,103,"['1210688', '1208760', '1210687', '1210447', '1210446', '1210441', '1210440', '1212464', '1212463', '1210679', '1210560', '1210561', '1212484', '1212480', '1210696', '1210697', '1210600', '1210597', '1210599', '1210598', '1210602', '1210601', '1212479', '1210456', '1210455', '1212472', '1208945', '1210609', '1208944', '1212473', '1212495', '1212496', '1210582', '1210583', '1210589', '1210610', '1210618', '1210619', '1208941', '1208943', '1208942', '1210504', '1210505', '1210488', '1209020', '1210736', '1210744', '1210745', '1210629', '1210628', '1208886', '1210749', '1208703', '1208701', '1208809', '1210678', '1210489', '1210523', '1210638', '1210737', '1210527', '1210524', '1210525', '1210637', '1210487', '1210494', '1210536', '1210491', '1210728', '1210729', '1208789', '1210552', '1210551', '1210648', '1210647', '1210478', '1210669', '1210570', '1210715', '1210716', '1210572', '1210659', '1210542', '1210543', '1210466', '1210465', '1208758', '1212489', '1212454', '1212455', '1210706', '1210705', '1210571', '1210479', '1210573', '1210590', '1210574', '1210661', '1210660', '1210474', '1210475', '1210476', '1210477']"
I-110,83,"['763286', '764032', '767767', '774672', '763259', '766337', '763354', '767759', '763384', '763419', '763434', '763304', '763439', '763309', '771673', '767750', '767768', '716484', '716485', '763367', '774704', '763361', '716481', '772501', '763502', '763527', '774703', '763498', '771667', '763522', '772513', '760635', '718166', '718173', '772669', '774685', '774658', '763246', '763251', '760650', '773013', '766336', '759416', '763294', '763517', '763299', '759418', '763532', '763392', '763314', '763512', '764037', '763408', '763424', '718046', '763429', '763400', '763663', '763377', '716491', '716490', '763372', '716500', '716495', '716494', '773012', '763621', '716499', '763267', '760643', '763720', '763626', '763447', '718165', '718164', '766988', '718045', '718041', '774671', '767751', '763507', '763275', '767760']"
22,81,"['1215091', '1202885', '1202803', '1214805', '1202949', '1202676', '1202960', '1202844', '1202766', '1202789', '1214871', '1202574', '1214939', '1214938', '1214972', '1202742', '1202921', '1214853', '1202827', '1202785', '1202901', '1202701', '1211641', '1216962', '1202724', '1202705', '1202981', '1202720', '1202555', '1214955', '1214954', '1202648', '1202663', '1215248', '1202599', '1214854', '1212170', '1202590', '1214894', '1202595', '1215017', '1202964', '1215965', '1202872', '1202691', '1215092', '1202859', '1202627', '1215963', '1202855', '1214988', '1215018', '1202977', '1202938', '1214806', '1202753', '1202840', '1214715', '1214869', '1202917', '1202814', '1202912', '1202779', '1215002', '1215003', '1202631', '1202993', '1215043', '1202610', '1202738', '1202564', '1215044', '1202614', '1214881', '1214882', '1215236', '1215252', '1215026', '1215250', '1202929', '1214987']"
I-105,80,"['760558', '760361', '760512', '760330', '760101', '760236', '716470', '716422', '760535', '716420', '716421', '716426', '716427', '716424', '760112', '716404', '716405', '716428', '716407', '760606', '760619', '716402', '716448', '716449', '760473', '760599', '760063', '716440', '716441', '716442', '716443', '760496', '760226', '716460', '716461', '760369', '760384', '760375', '763712', '760283', '767868', '718155', '760349', '760080', '760568', '760426', '766875', '716457', '716456', '716433', '760187', '716453', '716434', '716437', '716450', '716413', '760358', '760440', '716459', '716414', '716431', '765476', '760301', '760196', '774614', '760481', '716471', '716419', '760046', '767838', '716466', '773047', '760315', '760167', '767857', '773656', '760452', '760074', '760398', '716409']"
57,77,"['1217447', '1218170', '1217468', '1217470', '1213105', '1213122', '1202093', '1217439', '1202278', '1213023', '1213133', '1202132', '1202394', '1219091', '1202172', '1213672', '1217490', '1216881', '1202053', '1202451', '1202230', '1202215', '1211907', '1213041', '1213121', '1213106', '1202011', '1213618', '1202078', '1219075', '1202408', '1202290', '1216908', '1212074', '1212075', '1202118', '1202353', '1202337', '1213673', '1219462', '1213088', '1217450', '1217479', '1202373', '1202436', '1202040', '1213624', '1202422', '1217483', '1215775', '1202248', '1202263', '1213036', '1202365', '1202380', '1217784', '1211954', '1213742', '1213741', '1217708', '1202160', '1211870', '1202464', '1202186', '1219461', '1202201', '1202308', '1202146', '1202024', '1201998', '1202105', '1219089', '1213721', '1202322', '1213087', '1202475', '1219072']"
SR-91,71,"['768223', '716295', '717441', '716296', '765467', '759980', '717440', '716314', '717420', '773381', '717388', '716311', '716312', '716313', '717384', '717402', '717387', '717380', '717381', '717426', '717383', '768222', '717439', '768898', '717410', '768907', '716273', '716272', '717406', '718327', '717367', '773362', '717365', '717418', '717428', '718130', '717404', '717368', '717369', '717424', '773363', '766555', '773382', '718326', '717433', '717399', '717431', '717436', '717434', '717435', '717393', '717392', '717438', '717390', '717397', '717396', '717413', '717421', '766209', '717416', '765591', '764425', '717375', '717374', '717376', '766211', '717373', '717443', '717379', '717378', '717442']"
55,70,"['1210220', '1210205', '1203071', '1203184', '1212863', '1203288', '1212865', '1203387', '1203124', '1209888', '1215811', '1203303', '1203148', '1212882', '1212885', '1210189', '1203161', '1214253', '1203239', '1203084', '1203021', '1203266', '1209873', '1203284', '1203342', '1203206', '1210173', '1210172', '1214215', '1212935', '1212938', '1203016', '1203188', '1203110', '1203076', '1210190', '1214373', '1203050', '1203136', '1212955', '1203057', '1212957', '1212842', '1203317', '1203082', '1212840', '1215809', '1203035', '1218332', '1203172', '1203400', '1203361', '1203254', '1203040', '1212916', '1211173', '1203468', '1203440', '1203221', '1203095', '1209860', '1203090', '1203271', '1214321', '1214322', '1213274', '1203428', '1212903', '1212901', '1203331']"
I-710,60,"['717978', '718493', '718492', '761851', '717972', '774389', '717970', '717977', '717975', '772980', '774444', '774445', '774523', '717989', '717995', '716847', '761761', '717992', '717770', '768984', '718018', '718147', '772711', '718010', '718012', '763468', '718014', '718017', '718016', '774358', '774359', '774411', '717968', '761734', '774372', '717966', '717960', '774373', '717962', '717963', '718151', '718488', '716891', '718321', '718320', '761776', '717986', '718102', '716857', '717983', '717980', '772689', '717660', '718008', '774524', '772701', '718285', '718002', '768978', '716875']"
71,52,"['821632', '812730', '812586', '821631', '821625', '821624', '819294', '819311', '824530', '812651', '812654', '812657', '812776', '825109', '812717', '819321', '825121', '825104', '823914', '819324', '819303', '812831', '825154', '812811', '819269', '825096', '819261', '812788', '819265', '821617', '812601', '825090', '812609', '823210', '823211', '819284', '812744', '821618', '812821', '812648', '812588', '812704', '825115', '819276', '819330', '823571', '819337', '825150', '819317', '812800', '812690', '819253']"
SR-134,51,"['773927', '718496', '773904', '773906', '774032', '718499', '774012', '774011', '773996', '774031', '774053', '773890', '773869', '716551', '716554', '773995', '773953', '773916', '717582', '717583', '717580', '717587', '717585', '773870', '773880', '761016', '773954', '773975', '774067', '773974', '717576', '717573', '717572', '717571', '717570', '717578', '717099', '773939', '717601', '717603', '760987', '718204', '761003', '717606', '717599', '774204', '774054', '717590', '717592', '717595', '717597']"
SR-23,50,"['771410', '771432', '771431', '771553', '770681', '770687', '771531', '771385', '771396', '771294', '771295', '771488', '771542', '771350', '770673', '770616', '770631', '771441', '770634', '771565', '771254', '771253', '771318', '771371', '770651', '771521', '771421', '771509', '770691', '771463', '771453', '770697', '771400', '771285', '771349', '771578', '771340', '770703', '771475', '770621', '771386', '771499', '771577', '771306', '771268', '770660', '771360', '771329', '770643', '770667']"
SR-57,45,"['764089', '764420', '763563', '774813', '774812', '774877', '774878', '763568', '763583', '774854', '774855', '718356', '763546', '763970', '718054', '718051', '718050', '718053', '718052', '768779', '774890', '774799', '774865', '764096', '769061', '774842', '769068', '774901', '774902', '774866', '763573', '763597', '763649', '763578', '774841', '763590', '763539', '763558', '774826', '763553', '774800', '774827', '774891', '716203', '718048']"
SR-126,39,"['771098', '771122', '771046', '771022', '771043', '771107', '771104', '771040', '771003', '771125', '771049', '771083', '771080', '771086', '771064', '771089', '771061', '771068', '771101', '771025', '771074', '771019', '771110', '771113', '771031', '771037', '771034', '771116', '771119', '771015', '771010', '771058', '771095', '771092', '771028', '771077', '771052', '771054', '771071']"
261,37,"['1212311', '1212310', '1212334', '1212319', '1212336', '1212333', '1212443', '1212441', '1212359', '1212391', '1212372', '1212374', '1212398', '1212407', '1212406', '1212423', '1212390', '1212292', '1212424', '1212302', '1212303', '1212362', '1212360', '1212432', '1212320', '1212405', '1212348', '1212431', '1212345', '1212346', '1212347', '1212281', '1212282', '1212414', '1212415', '1212382', '1212383']"
133,32,"['1211770', '1211692', '1211772', '1211731', '1211732', '1211752', '1211750', '1201054', '1211693', '1201076', '1211761', '1211663', '1211787', '1211665', '1211706', '1219099', '1219097', '1211708', '1211741', '1211740', '1211682', '1211760', '1211725', '1211724', '1201066', '1219078', '1211653', '1211654', '1211716', '1211717', '1211784', '1219081']"
SR-2,28,"['767620', '767621', '767541', '767542', '767609', '767585', '768202', '767471', '767470', '718076', '767572', '767455', '767454', '767554', '767573', '767523', '767598', '768230', '767610', '767495', '767494', '767597', '768238', '718072', '762329', '718064', '718066', '767509']"
142,27,"['1219278', '1218618', '1219109', '1218612', '1219107', '1218615', '1219105', '1219104', '1218858', '1218857', '1219279', '1218624', '1218627', '1218621', '1219258', '1219257', '1219273', '1219253', '1219252', '1219274', '1219111', '1219262', '1219264', '1218863', '1218862', '1219268', '1219269']"
SR-14,20,"['764283', '766730', '764297', '764290', '764276', '766712', '766694', '764262', '764311', '766749', '764269', '766721', '766703', '764304', '766740', '764318', '766758', '767790', '767791', '764322']"
74,19,"['1218585', '1219113', '1219212', '1219087', '1218570', '1218573', '1218576', '1219213', '1218567', '1218564', '1219115', '1218847', '1218853', '1219095', '1218848', '1218852', '1217857', '1217856', '1219117']"
SR-170,16,"['765604', '717608', '764106', '764120', '764101', '717612', '717613', '717610', '763995', '717614', '764430', '764424', '716571', '716573', '761070', '764115']"
SR-33,14,"['770747', '770730', '770775', '770736', '770742', '770727', '770723', '770713', '770759', '770780', '770769', '770785', '770753', '770763']"
39,14,"['1219132', '1219133', '1218630', '1219137', '1218635', '1218638', '1219190', '1218588', '1219192', '1218608', '1219196', '1219197', '1218591', '1219138']"
SR-90,12,"['774244', '774245', '774301', '774279', '774217', '774216', '774302', '774226', '774227', '774236', '774235', '774278']"
605,10,"['1219551', '1202549', '1216974', '1216968', '1216987', '1219560', '1216980', '1202527', '1202537', '1202522']"
SR-71,9,"['767166', '766673', '766685', '716271', '769292', '775101', '769279', '775100', '769294']"
SR-47,5,"['772420', '772421', '772411', '772410', '772396']"
259,4,"['824428', '824426', '824427', '824425']"
